Title,Genres,IMDb,Directors,Country,Language
Bangkok Dangerous,Thriller,5.4,"['Danny Pang', 'Oxide Chun Pang']","['United States', 'Czech Republic', 'Thailand']","['English', 'Thai']"
XX/XY,Drama,5.9,['Austin Chick'],['United States'],['English']
XX/XY,Romance,5.9,['Austin Chick'],['United States'],['English']
Girl Most Likely,Comedy,5.8,"['Shari Springer Berman', 'Robert Pulcini']",['United States'],"['English', 'French', 'Romanian', 'Dutch', 'Mandarin']"
ma ma,Drama,6.4,['Julio Medem'],"['Spain', 'France']",['Spanish']
Havana Motor Club,Documentary,7.3,['Bent-Jorgen Perlmutt'],"['Cuba', 'United States']","['Spanish', 'English']"
Havana Motor Club,Drama,7.3,['Bent-Jorgen Perlmutt'],"['Cuba', 'United States']","['Spanish', 'English']"
Havana Motor Club,Sport,7.3,['Bent-Jorgen Perlmutt'],"['Cuba', 'United States']","['Spanish', 'English']"
Knives and Skin,Drama,5.0,['Jennifer Reeder'],['United States'],['English']
Body at Brighton Rock,Horror,5.3,['Roxanne Benjamin'],['United States'],['English']
Body at Brighton Rock,Mystery,5.3,['Roxanne Benjamin'],['United States'],['English']
Body at Brighton Rock,Thriller,5.3,['Roxanne Benjamin'],['United States'],['English']
The Strange Ones,Drama,5.0,"['Christopher Radcliff', 'Lauren Wolkstein']",['United States'],['English']
The Strange Ones,Thriller,5.0,"['Christopher Radcliff', 'Lauren Wolkstein']",['United States'],['English']
Legends of Oz: Dorothy's Return,Animation,5.1,"['Will Finn', 'Daniel St. Pierre']","['United States', 'India']",['English']
Legends of Oz: Dorothy's Return,Adventure,5.1,"['Will Finn', 'Daniel St. Pierre']","['United States', 'India']",['English']
Legends of Oz: Dorothy's Return,Family,5.1,"['Will Finn', 'Daniel St. Pierre']","['United States', 'India']",['English']
Legends of Oz: Dorothy's Return,Fantasy,5.1,"['Will Finn', 'Daniel St. Pierre']","['United States', 'India']",['English']
Legends of Oz: Dorothy's Return,Musical,5.1,"['Will Finn', 'Daniel St. Pierre']","['United States', 'India']",['English']
Naz & Maalik,Adventure,5.8,['Jay Dockendorf'],['United States'],['English']
Naz & Maalik,Comedy,5.8,['Jay Dockendorf'],['United States'],['English']
Naz & Maalik,Drama,5.8,['Jay Dockendorf'],['United States'],['English']
Naz & Maalik,Romance,5.8,['Jay Dockendorf'],['United States'],['English']
The Snow Queen 3: Fire and Ice,Animation,6.2,['Aleksey Tsitsilin'],['Russia'],['Russian']
The Snow Queen 3: Fire and Ice,Adventure,6.2,['Aleksey Tsitsilin'],['Russia'],['Russian']
The Snow Queen 3: Fire and Ice,Comedy,6.2,['Aleksey Tsitsilin'],['Russia'],['Russian']
The Snow Queen 3: Fire and Ice,Family,6.2,['Aleksey Tsitsilin'],['Russia'],['Russian']
The Snow Queen 3: Fire and Ice,Fantasy,6.2,['Aleksey Tsitsilin'],['Russia'],['Russian']
Black Rock,Horror,4.7,['Katie Aselton'],['United States'],['English']
Black Rock,Thriller,4.7,['Katie Aselton'],['United States'],['English']
Loro 1,Biography,6.7,['Paolo Sorrentino'],"['Italy', 'France']",['Italian']
Loro 1,Drama,6.7,['Paolo Sorrentino'],"['Italy', 'France']",['Italian']
Banking on Bitcoin,Documentary,6.6,['Christopher Cannucciari'],['United States'],['English']
Banking on Bitcoin,History,6.6,['Christopher Cannucciari'],['United States'],['English']
Banking on Bitcoin,News,6.6,['Christopher Cannucciari'],['United States'],['English']
The Cokeville Miracle,Drama,5.2,['T.C. Christensen'],['United States'],['English']
The Cokeville Miracle,Family,5.2,['T.C. Christensen'],['United States'],['English']
The Cokeville Miracle,History,5.2,['T.C. Christensen'],['United States'],['English']
The Cokeville Miracle,Mystery,5.2,['T.C. Christensen'],['United States'],['English']
The Cokeville Miracle,Thriller,5.2,['T.C. Christensen'],['United States'],['English']
Trevor Noah: You Laugh But It's True,unknown,7.2,['unknown'],['unknown'],['unknown']
The Ramen Girl,Comedy,6.3,['Robert Allan Ackerman'],"['United States', 'Japan']","['Japanese', 'English']"
The Ramen Girl,Drama,6.3,['Robert Allan Ackerman'],"['United States', 'Japan']","['Japanese', 'English']"
The Ramen Girl,Romance,6.3,['Robert Allan Ackerman'],"['United States', 'Japan']","['Japanese', 'English']"
Saint,Comedy,5.5,['Dick Maas'],['Netherlands'],['Dutch']
Saint,Horror,5.5,['Dick Maas'],['Netherlands'],['Dutch']
The Boost,Drama,6.1,['Harold Becker'],['United States'],['English']
The Boost,Romance,6.1,['Harold Becker'],['United States'],['English']
A Cinderella Christmas,Comedy,6.3,['Tosca Musk'],['United States'],['English']
A Cinderella Christmas,Romance,6.3,['Tosca Musk'],['United States'],['English']
Manglehorn,Drama,5.6,['David Gordon Green'],['United States'],['English']
Matriarch,Horror,5.4,['Scott Vickers'],['United Kingdom'],['English']
Matriarch,Thriller,5.4,['Scott Vickers'],['United Kingdom'],['English']
Neat: The Story of Bourbon,Documentary,7.4,['David Altrogge'],['United States'],['English']
Sheep & Wolves,Animation,5.8,"['Andrey Galat', 'Maksim Volkov']",['Russia'],['Russian']
Sheep & Wolves,Comedy,5.8,"['Andrey Galat', 'Maksim Volkov']",['Russia'],['Russian']
Sheep & Wolves,Family,5.8,"['Andrey Galat', 'Maksim Volkov']",['Russia'],['Russian']
Sheep & Wolves,Fantasy,5.8,"['Andrey Galat', 'Maksim Volkov']",['Russia'],['Russian']
The Prince,Drama,4.6,['unknown'],['Egypt'],['Arabic']
The Mountain,Drama,5.5,['Rick Alverson'],['United States'],"['English', 'French', 'German']"
Dr. T & the Women,Comedy,4.6,['Robert Altman'],"['United States', 'Germany']","['English', 'German', 'Spanish']"
Dr. T & the Women,Drama,4.6,['Robert Altman'],"['United States', 'Germany']","['English', 'German', 'Spanish']"
Dr. T & the Women,Romance,4.6,['Robert Altman'],"['United States', 'Germany']","['English', 'German', 'Spanish']"
Assassination Tango,Crime,5.8,['Robert Duvall'],"['United States', 'Argentina']","['English', 'Spanish', 'German']"
Assassination Tango,Drama,5.8,['Robert Duvall'],"['United States', 'Argentina']","['English', 'Spanish', 'German']"
Assassination Tango,Romance,5.8,['Robert Duvall'],"['United States', 'Argentina']","['English', 'Spanish', 'German']"
Assassination Tango,Thriller,5.8,['Robert Duvall'],"['United States', 'Argentina']","['English', 'Spanish', 'German']"
The Pagan King,Action,6.2,['Aigars Grauba'],"['United Kingdom', 'Latvia']",['English']
The Pagan King,Drama,6.2,['Aigars Grauba'],"['United Kingdom', 'Latvia']",['English']
The Pagan King,History,6.2,['Aigars Grauba'],"['United Kingdom', 'Latvia']",['English']
The Pagan King,War,6.2,['Aigars Grauba'],"['United Kingdom', 'Latvia']",['English']
Sneakerheadz,Documentary,6.4,"['David T. Friendly', 'Mick Partridge']",['United States'],['English']
Casa de los Babys,Drama,6.3,['John Sayles'],"['United States', 'Mexico']","['English', 'Spanish']"
Trespassers,Horror,5.0,['Orson Oblowitz'],['United States'],['English']
Trespassers,Thriller,5.0,['Orson Oblowitz'],['United States'],['English']
Tracktown,Drama,5.5,"['Alexi Pappas', 'Jeremy Teicher']",['United States'],['English']
Tracktown,Sport,5.5,"['Alexi Pappas', 'Jeremy Teicher']",['United States'],['English']
Serena,Drama,5.4,['Susanne Bier'],"['Czech Republic', 'France', 'United States']",['English']
Serena,History,5.4,['Susanne Bier'],"['Czech Republic', 'France', 'United States']",['English']
Serena,Romance,5.4,['Susanne Bier'],"['Czech Republic', 'France', 'United States']",['English']
Barbie in A Mermaid Tale 2,Animation,6.0,['William Lau'],"['Canada', 'United States']",['English']
Barbie in A Mermaid Tale 2,Family,6.0,['William Lau'],"['Canada', 'United States']",['English']
Four Lovers,Romance,5.6,['Antony Cordier'],['France'],"['French', 'English']"
Barbie in 'A Christmas Carol',Animation,6.3,['William Lau'],"['United States', 'Canada']",['English']
Barbie in 'A Christmas Carol',Family,6.3,['William Lau'],"['United States', 'Canada']",['English']
Stung,Action,5.1,['Benni Diez'],['Germany'],['English']
Stung,Adventure,5.1,['Benni Diez'],['Germany'],['English']
Stung,Comedy,5.1,['Benni Diez'],['Germany'],['English']
Stung,Horror,5.1,['Benni Diez'],['Germany'],['English']
Stung,Sci-Fi,5.1,['Benni Diez'],['Germany'],['English']
Stung,Thriller,5.1,['Benni Diez'],['Germany'],['English']
Blind,Drama,5.8,['Eskil Vogt'],"['Norway', 'Netherlands']",['Norwegian']
Food Choices,Documentary,7.3,['Michal Siewierski'],['United States'],"['English', 'Spanish', 'German', 'French']"
Dismissed,Drama,5.7,['Benjamin Arfmann'],['United States'],['English']
Dismissed,Horror,5.7,['Benjamin Arfmann'],['United States'],['English']
Dismissed,Thriller,5.7,['Benjamin Arfmann'],['United States'],['English']
Trick,Horror,5.0,['Patrick Lussier'],['United States'],['unknown']
The Confessions,Drama,6.1,['Roberto Andò'],"['Italy', 'France']","['Italian', 'English', 'French', 'German']"
The Confessions,Mystery,6.1,['Roberto Andò'],"['Italy', 'France']","['Italian', 'English', 'French', 'German']"
The Confessions,Thriller,6.1,['Roberto Andò'],"['Italy', 'France']","['Italian', 'English', 'French', 'German']"
Wakko's Wish,Animation,7.2,"['Liz Holzman', 'Rusty Mills', 'Tom Ruegger', 'Russell Calabrese', 'Nelson Recinos', 'Greg Reyna', 'Kirk Tingblad', 'Charles Visser']",['United States'],['English']
Wakko's Wish,Adventure,7.2,"['Liz Holzman', 'Rusty Mills', 'Tom Ruegger', 'Russell Calabrese', 'Nelson Recinos', 'Greg Reyna', 'Kirk Tingblad', 'Charles Visser']",['United States'],['English']
Wakko's Wish,Comedy,7.2,"['Liz Holzman', 'Rusty Mills', 'Tom Ruegger', 'Russell Calabrese', 'Nelson Recinos', 'Greg Reyna', 'Kirk Tingblad', 'Charles Visser']",['United States'],['English']
Wakko's Wish,Drama,7.2,"['Liz Holzman', 'Rusty Mills', 'Tom Ruegger', 'Russell Calabrese', 'Nelson Recinos', 'Greg Reyna', 'Kirk Tingblad', 'Charles Visser']",['United States'],['English']
Wakko's Wish,Family,7.2,"['Liz Holzman', 'Rusty Mills', 'Tom Ruegger', 'Russell Calabrese', 'Nelson Recinos', 'Greg Reyna', 'Kirk Tingblad', 'Charles Visser']",['United States'],['English']
Wakko's Wish,Fantasy,7.2,"['Liz Holzman', 'Rusty Mills', 'Tom Ruegger', 'Russell Calabrese', 'Nelson Recinos', 'Greg Reyna', 'Kirk Tingblad', 'Charles Visser']",['United States'],['English']
Wakko's Wish,Musical,7.2,"['Liz Holzman', 'Rusty Mills', 'Tom Ruegger', 'Russell Calabrese', 'Nelson Recinos', 'Greg Reyna', 'Kirk Tingblad', 'Charles Visser']",['United States'],['English']
K: Missing Kings,Animation,7.1,['Shingo Suzuki'],['Japan'],['Japanese']
K: Missing Kings,Action,7.1,['Shingo Suzuki'],['Japan'],['Japanese']
K: Missing Kings,Fantasy,7.1,['Shingo Suzuki'],['Japan'],['Japanese']
Sprung,Comedy,5.0,['Rusty Cundieff'],['United States'],['English']
Sprung,Romance,5.0,['Rusty Cundieff'],['United States'],['English']
Most Likely to Murder,Comedy,5.1,['Dan Gregor'],['United States'],['English']
Liz in September,Drama,5.9,['Fina Torres'],['Venezuela'],['Spanish']
Liz in September,Romance,5.9,['Fina Torres'],['Venezuela'],['Spanish']
Astral,Drama,5.5,['Chris Mul'],['United Kingdom'],['English']
Astral,Horror,5.5,['Chris Mul'],['United Kingdom'],['English']
Astral,Sci-Fi,5.5,['Chris Mul'],['United Kingdom'],['English']
Astral,Thriller,5.5,['Chris Mul'],['United Kingdom'],['English']
Barbie: The Pearl Princess,Animation,6.2,['Ezekiel Norton'],['unknown'],['English']
Barbie: The Pearl Princess,Family,6.2,['Ezekiel Norton'],['unknown'],['English']
Raze,Action,5.2,['Josh C. Waller'],['United States'],['English']
Raze,Drama,5.2,['Josh C. Waller'],['United States'],['English']
Raze,Horror,5.2,['Josh C. Waller'],['United States'],['English']
A Teacher,Drama,4.7,['Hannah Fidell'],['United States'],['English']
A Teacher,Romance,4.7,['Hannah Fidell'],['United States'],['English']
Hannie Caulder,Crime,6.3,['Burt Kennedy'],['United Kingdom'],['English']
Hannie Caulder,Drama,6.3,['Burt Kennedy'],['United Kingdom'],['English']
Hannie Caulder,Western,6.3,['Burt Kennedy'],['United Kingdom'],['English']
Daylight's End,Action,5.4,['William Kaufman'],['United States'],['English']
Daylight's End,Fantasy,5.4,['William Kaufman'],['United States'],['English']
Daylight's End,Horror,5.4,['William Kaufman'],['United States'],['English']
Daylight's End,Sci-Fi,5.4,['William Kaufman'],['United States'],['English']
Passport to Paris,Family,5.3,['Alan Metter'],['United States'],"['French', 'English']"
Passport to Paris,Comedy,5.3,['Alan Metter'],['United States'],"['French', 'English']"
Coffin Rock,Drama,5.3,['Rupert Glasson'],"['Australia', 'United Kingdom', 'New Zealand']",['English']
Coffin Rock,Thriller,5.3,['Rupert Glasson'],"['Australia', 'United Kingdom', 'New Zealand']",['English']
The Thousand Faces of Dunjia,Action,5.4,['Woo-Ping Yuen'],"['China', 'Hong Kong']",['Mandarin']
The Thousand Faces of Dunjia,Adventure,5.4,['Woo-Ping Yuen'],"['China', 'Hong Kong']",['Mandarin']
The Thousand Faces of Dunjia,Fantasy,5.4,['Woo-Ping Yuen'],"['China', 'Hong Kong']",['Mandarin']
Damascus Cover,Mystery,5.1,['Daniel Zelik Berk'],['United Kingdom'],"['Arabic', 'German', 'English']"
Damascus Cover,Thriller,5.1,['Daniel Zelik Berk'],['United Kingdom'],"['Arabic', 'German', 'English']"
Wrinkles the Clown,Documentary,4.8,['Michael Beach Nichols'],['United States'],['English']
Wrinkles the Clown,Comedy,4.8,['Michael Beach Nichols'],['United States'],['English']
Wrinkles the Clown,Horror,4.8,['Michael Beach Nichols'],['United States'],['English']
Wrinkles the Clown,Mystery,4.8,['Michael Beach Nichols'],['United States'],['English']
Gator,Action,5.9,['Burt Reynolds'],['United States'],['English']
Gator,Crime,5.9,['Burt Reynolds'],['United States'],['English']
Gator,Drama,5.9,['Burt Reynolds'],['United States'],['English']
Get Big,Comedy,6.3,['Dylan Anthony Moran'],['United States'],['English']
Get Big,Drama,6.3,['Dylan Anthony Moran'],['United States'],['English']
The Dinner,Comedy,4.5,['Jay Roach'],['United States'],['English']
Into the Ashes,Crime,5.6,['Aaron Harvey'],['United States'],['English']
Into the Ashes,Drama,5.6,['Aaron Harvey'],['United States'],['English']
Into the Ashes,Mystery,5.6,['Aaron Harvey'],['United States'],['English']
Into the Ashes,Thriller,5.6,['Aaron Harvey'],['United States'],['English']
A Madea Family Funeral,Comedy,4.4,['Tyler Perry'],['United States'],['English']
Barbie & Her Sisters in the Great Puppy Adventure,Animation,6.3,"['Andrew Tan', 'Michael Goguen']",['United States'],['English']
Barbie & Her Sisters in the Great Puppy Adventure,Adventure,6.3,"['Andrew Tan', 'Michael Goguen']",['United States'],['English']
Barbie & Her Sisters in the Great Puppy Adventure,Family,6.3,"['Andrew Tan', 'Michael Goguen']",['United States'],['English']
Swindle,Action,6.3,['Jonathan Judge'],"['United States', 'Canada']",['English']
Swindle,Adventure,6.3,['Jonathan Judge'],"['United States', 'Canada']",['English']
Swindle,Comedy,6.3,['Jonathan Judge'],"['United States', 'Canada']",['English']
Swindle,Crime,6.3,['Jonathan Judge'],"['United States', 'Canada']",['English']
Swindle,Family,6.3,['Jonathan Judge'],"['United States', 'Canada']",['English']
Lemon,Comedy,4.6,['Janicza Bravo'],['United States'],['English']
Lemon,Drama,4.6,['Janicza Bravo'],['United States'],['English']
Breakup at a Wedding,Comedy,5.1,['Victor Quinaz'],['United States'],['English']
Radioflash,Drama,5.9,['Ben McPherson'],['United States'],['English']
Radioflash,Sci-Fi,5.9,['Ben McPherson'],['United States'],['English']
Radioflash,Thriller,5.9,['Ben McPherson'],['United States'],['English']
Action Point,Comedy,5.1,['Tim Kirkby'],"['United States', 'South Africa']",['English']
Strategic Air Command,Action,6.4,['Anthony Mann'],['United States'],['English']
Strategic Air Command,Drama,6.4,['Anthony Mann'],['United States'],['English']
Strategic Air Command,War,6.4,['Anthony Mann'],['United States'],['English']
The Treasure,Action,6.7,['Sharif Arafah'],['Egypt'],['Arabic']
The Treasure,Adventure,6.7,['Sharif Arafah'],['Egypt'],['Arabic']
The Treasure,Drama,6.7,['Sharif Arafah'],['Egypt'],['Arabic']
The Treasure,Music,6.7,['Sharif Arafah'],['Egypt'],['Arabic']
Tyrel,Comedy,5.2,['Sebastián Silva'],['United States'],['English']
Tyrel,Drama,5.2,['Sebastián Silva'],['United States'],['English']
Some Kind of Hero,Comedy,5.8,['Michael Pressman'],['United States'],['English']
Some Kind of Hero,Crime,5.8,['Michael Pressman'],['United States'],['English']
Some Kind of Hero,Drama,5.8,['Michael Pressman'],['United States'],['English']
Some Kind of Hero,War,5.8,['Michael Pressman'],['United States'],['English']
The Houses October Built 2,Horror,5.4,['Bobby Roe'],['United States'],['English']
Repentance,Drama,4.9,['Philippe Caland'],['United States'],['English']
Repentance,Horror,4.9,['Philippe Caland'],['United States'],['English']
Repentance,Thriller,4.9,['Philippe Caland'],['United States'],['English']
We Die Young,Action,5.3,['Lior Geller'],"['Bulgaria', 'United States']",['English']
We Die Young,Crime,5.3,['Lior Geller'],"['Bulgaria', 'United States']",['English']
We Die Young,Drama,5.3,['Lior Geller'],"['Bulgaria', 'United States']",['English']
We Die Young,Thriller,5.3,['Lior Geller'],"['Bulgaria', 'United States']",['English']
Middle of Nowhere,Comedy,6.5,['John Stockwell'],['United States'],['English']
Middle of Nowhere,Drama,6.5,['John Stockwell'],['United States'],['English']
Middle of Nowhere,Romance,6.5,['John Stockwell'],['United States'],['English']
The Layover,Comedy,4.7,['William H. Macy'],['United States'],['English']
The Layover,Romance,4.7,['William H. Macy'],['United States'],['English']
Ismael's Ghosts,Drama,5.6,['Arnaud Desplechin'],['France'],"['French', 'Hebrew']"
Ismael's Ghosts,Romance,5.6,['Arnaud Desplechin'],['France'],"['French', 'Hebrew']"
Ismael's Ghosts,Thriller,5.6,['Arnaud Desplechin'],['France'],"['French', 'Hebrew']"
The Challenge,Adventure,6.2,['unknown'],['United States'],['English']
The Challenge,Game-Show,6.2,['unknown'],['United States'],['English']
The Challenge,Reality-TV,6.2,['unknown'],['United States'],['English']
Ride,Action,4.7,['Jeremy Ungar'],['United States'],['English']
Ride,Thriller,4.7,['Jeremy Ungar'],['United States'],['English']
Billboard Dad,Comedy,5.3,['Alan Metter'],['United States'],['English']
Billboard Dad,Family,5.3,['Alan Metter'],['United States'],['English']
Billboard Dad,Romance,5.3,['Alan Metter'],['United States'],['English']
American Gun,Drama,6.1,['Aric Avelino'],['United States'],['English']
Devil's Gate,Horror,5.1,['Clay Staub'],['Canada'],['English']
Devil's Gate,Sci-Fi,5.1,['Clay Staub'],['Canada'],['English']
Devil's Gate,Thriller,5.1,['Clay Staub'],['Canada'],['English']
Contracted: Phase II,Drama,5.1,['Josh Forbes'],['United States'],['English']
Contracted: Phase II,Horror,5.1,['Josh Forbes'],['United States'],['English']
Contracted: Phase II,Thriller,5.1,['Josh Forbes'],['United States'],['English']
Silent Tongue,Drama,5.3,['Sam Shepard'],"['France', 'Netherlands', 'United Kingdom', 'United States']",['English']
Silent Tongue,Horror,5.3,['Sam Shepard'],"['France', 'Netherlands', 'United Kingdom', 'United States']",['English']
Silent Tongue,Western,5.3,['Sam Shepard'],"['France', 'Netherlands', 'United Kingdom', 'United States']",['English']
Along Came the Devil,Drama,3.9,['Jason DeVan'],['United States'],['English']
Along Came the Devil,Horror,3.9,['Jason DeVan'],['United States'],['English']
Along Came the Devil,Thriller,3.9,['Jason DeVan'],['United States'],['English']
Status Update,Comedy,5.7,['Scott Speer'],"['Canada', 'United States', 'China']",['English']
Status Update,Fantasy,5.7,['Scott Speer'],"['Canada', 'United States', 'China']",['English']
Status Update,Romance,5.7,['Scott Speer'],"['Canada', 'United States', 'China']",['English']
Noma: My Perfect Storm,Documentary,6.2,['Pierre Deschamps'],['United Kingdom'],"['English', 'Danish', 'Spanish', 'Albanian', 'Swedish', 'French']"
Furry Vengeance,Comedy,3.8,['Roger Kumble'],"['United States', 'United Arab Emirates']",['English']
Furry Vengeance,Family,3.8,['Roger Kumble'],"['United States', 'United Arab Emirates']",['English']
Coastlines,Crime,5.8,['Victor Nunez'],['United States'],['English']
Coastlines,Drama,5.8,['Victor Nunez'],['United States'],['English']
Coastlines,Thriller,5.8,['Victor Nunez'],['United States'],['English']
Wounds,Drama,4.0,['Babak Anvari'],"['United States', 'United Kingdom']",['English']
Wounds,Horror,4.0,['Babak Anvari'],"['United States', 'United Kingdom']",['English']
Wounds,Mystery,4.0,['Babak Anvari'],"['United States', 'United Kingdom']",['English']
Wounds,Thriller,4.0,['Babak Anvari'],"['United States', 'United Kingdom']",['English']
Crawlers,Horror,5.4,['Gisyerg Bermudez'],['United States'],['English']
Missing 411,Documentary,6.4,"['Michael DeGrazier', 'Benjamin Paulides']",['United States'],['English']
Affairs of State,Drama,4.5,['Eric Bross'],['United States'],['English']
A Score to Settle,Action,4.6,['Shawn Ku'],"['Canada', 'United States']","['English', 'Spanish', 'Italian']"
A Score to Settle,Crime,4.6,['Shawn Ku'],"['Canada', 'United States']","['English', 'Spanish', 'Italian']"
A Score to Settle,Drama,4.6,['Shawn Ku'],"['Canada', 'United States']","['English', 'Spanish', 'Italian']"
A Score to Settle,Thriller,4.6,['Shawn Ku'],"['Canada', 'United States']","['English', 'Spanish', 'Italian']"
Almost Human,Action,4.6,['unknown'],['United States'],['English']
Almost Human,Crime,4.6,['unknown'],['United States'],['English']
Almost Human,Drama,4.6,['unknown'],['United States'],['English']
Almost Human,Sci-Fi,4.6,['unknown'],['United States'],['English']
Making Plans for Lena,Drama,6.1,['Christophe Honoré'],['France'],"['French', 'German', 'English', 'Italian']"
The Sweet Life,Comedy,6.2,['Federico Fellini'],"['Italy', 'France']","['Italian', 'English', 'French', 'German']"
The Sweet Life,Drama,6.2,['Federico Fellini'],"['Italy', 'France']","['Italian', 'English', 'French', 'German']"
White Night Wedding,Comedy,6.7,['Baltasar Kormákur'],['Iceland'],"['Icelandic', 'English']"
White Night Wedding,Drama,6.7,['Baltasar Kormákur'],['Iceland'],"['Icelandic', 'English']"
It Came from the Desert,Action,4.2,['Marko Mäkilaakso'],"['Finland', 'United Kingdom', 'Canada']","['English', 'Spanish']"
It Came from the Desert,Adventure,4.2,['Marko Mäkilaakso'],"['Finland', 'United Kingdom', 'Canada']","['English', 'Spanish']"
It Came from the Desert,Comedy,4.2,['Marko Mäkilaakso'],"['Finland', 'United Kingdom', 'Canada']","['English', 'Spanish']"
It Came from the Desert,Horror,4.2,['Marko Mäkilaakso'],"['Finland', 'United Kingdom', 'Canada']","['English', 'Spanish']"
It Came from the Desert,Sci-Fi,4.2,['Marko Mäkilaakso'],"['Finland', 'United Kingdom', 'Canada']","['English', 'Spanish']"
It Came from the Desert,Thriller,4.2,['Marko Mäkilaakso'],"['Finland', 'United Kingdom', 'Canada']","['English', 'Spanish']"
Ballet Now,Documentary,6.9,['Steven Cantor'],['United States'],['English']
The Midnight Man,Action,4.8,['Marcus Dunstan'],['United States'],['English']
The Midnight Man,Crime,4.8,['Marcus Dunstan'],['United States'],['English']
The Midnight Man,Horror,4.8,['Marcus Dunstan'],['United States'],['English']
The Midnight Man,Thriller,4.8,['Marcus Dunstan'],['United States'],['English']
The Taste of Money,Drama,5.7,['Sang-soo Im'],['South Korea'],"['Korean', 'English', 'Tagalog']"
The Taste of Money,Thriller,5.7,['Sang-soo Im'],['South Korea'],"['Korean', 'English', 'Tagalog']"
Getaway,Action,4.4,['Sam Peckinpah'],['United States'],"['English', 'Spanish']"
Getaway,Crime,4.4,['Sam Peckinpah'],['United States'],"['English', 'Spanish']"
Getaway,Thriller,4.4,['Sam Peckinpah'],['United States'],"['English', 'Spanish']"
Mass Effect: Paragon Lost,Animation,5.9,['Atsushi Takeuchi'],"['United States', 'Japan', 'Canada', 'South Korea']","['Japanese', 'English']"
Mass Effect: Paragon Lost,Action,5.9,['Atsushi Takeuchi'],"['United States', 'Japan', 'Canada', 'South Korea']","['Japanese', 'English']"
Mass Effect: Paragon Lost,Sci-Fi,5.9,['Atsushi Takeuchi'],"['United States', 'Japan', 'Canada', 'South Korea']","['Japanese', 'English']"
Trapped: The Alex Cooper Story,Biography,6.0,['Jeffrey G. Hunt'],['United States'],['English']
Trapped: The Alex Cooper Story,Drama,6.0,['Jeffrey G. Hunt'],['United States'],['English']
All Around Us,Documentary,7.6,['Tristan David Luciotti'],['United States'],['English']
Barbie Presents: Thumbelina,Animation,5.7,['Conrad Helten'],"['Canada', 'United States']",['English']
Barbie Presents: Thumbelina,Family,5.7,['Conrad Helten'],"['Canada', 'United States']",['English']
Madonna and the Breakfast Club,Documentary,6.6,['Guy Guido'],['United States'],['unknown']
Madonna and the Breakfast Club,Drama,6.6,['Guy Guido'],['United States'],['unknown']
The Sound of Silence,Drama,5.5,['Michael Tyburski'],['United States'],['English']
Don't Go,Mystery,5.2,['David Gleeson'],['Ireland'],['English']
Ozzy,Animation,5.2,"['Alberto Rodríguez', 'Nacho La Casa']","['Spain', 'Canada']","['Spanish', 'English']"
Ozzy,Adventure,5.2,"['Alberto Rodríguez', 'Nacho La Casa']","['Spain', 'Canada']","['Spanish', 'English']"
Ozzy,Comedy,5.2,"['Alberto Rodríguez', 'Nacho La Casa']","['Spain', 'Canada']","['Spanish', 'English']"
Ozzy,Family,5.2,"['Alberto Rodríguez', 'Nacho La Casa']","['Spain', 'Canada']","['Spanish', 'English']"
Tell Them Anything You Want: A Portrait of Maurice Sendak,Documentary,8.0,"['Lance Bangs', 'Spike Jonze']",['United States'],['English']
Tell Them Anything You Want: A Portrait of Maurice Sendak,Short,8.0,"['Lance Bangs', 'Spike Jonze']",['United States'],['English']
Breaking the Girls,Crime,5.1,['Jamie Babbit'],['United States'],['English']
Breaking the Girls,Thriller,5.1,['Jamie Babbit'],['United States'],['English']
"Literally, Right Before Aaron",Comedy,4.5,['Ryan Eggold'],['United States'],['English']
"Literally, Right Before Aaron",Drama,4.5,['Ryan Eggold'],['United States'],['English']
Inside,Drama,4.8,['Andrés Baiz'],"['Colombia', 'Spain']",['Spanish']
Inside,Mystery,4.8,['Andrés Baiz'],"['Colombia', 'Spain']",['Spanish']
Inside,Thriller,4.8,['Andrés Baiz'],"['Colombia', 'Spain']",['Spanish']
Pokémon the Movie: Diancie and the Cocoon of Destruction,Animation,5.6,['Kunihiko Yuyama'],['Japan'],"['Japanese', 'English']"
Pokémon the Movie: Diancie and the Cocoon of Destruction,Action,5.6,['Kunihiko Yuyama'],['Japan'],"['Japanese', 'English']"
Pokémon the Movie: Diancie and the Cocoon of Destruction,Adventure,5.6,['Kunihiko Yuyama'],['Japan'],"['Japanese', 'English']"
Pokémon the Movie: Diancie and the Cocoon of Destruction,Comedy,5.6,['Kunihiko Yuyama'],['Japan'],"['Japanese', 'English']"
Pokémon the Movie: Diancie and the Cocoon of Destruction,Family,5.6,['Kunihiko Yuyama'],['Japan'],"['Japanese', 'English']"
Pokémon the Movie: Diancie and the Cocoon of Destruction,Fantasy,5.6,['Kunihiko Yuyama'],['Japan'],"['Japanese', 'English']"
The Simone Biles Story: Courage to Soar,Biography,6.6,['Vanessa Parise'],['United States'],['English']
The Simone Biles Story: Courage to Soar,Drama,6.6,['Vanessa Parise'],['United States'],['English']
The Simone Biles Story: Courage to Soar,Sport,6.6,['Vanessa Parise'],['United States'],['English']
Pokémon the Movie: Hoopa and the Clash of Ages,Animation,6.0,['Kunihiko Yuyama'],['Japan'],"['Japanese', 'English']"
Pokémon the Movie: Hoopa and the Clash of Ages,Action,6.0,['Kunihiko Yuyama'],['Japan'],"['Japanese', 'English']"
