Title,Genres,IMDb,Directors,Country,Language
Secret Mysteries of America's Beginnings Volume 2: Riddles in Stone - The Secret Architecture of Washington D.C.,Documentary,7.1,['Christian J. Pinto'],['United States'],['English']
Circus Kid,Documentary,7.8,['Lorenzo Pisoni'],['United States'],['English']
Home Town Story,Comedy,5.0,['Arthur Pierson'],['United States'],['English']
Home Town Story,Drama,5.0,['Arthur Pierson'],['United States'],['English']
Home Town Story,Romance,5.0,['Arthur Pierson'],['United States'],['English']
Surviving Skokie,Documentary,7.9,"['Eli Adler', 'Blair Gershkow']","['United States', 'Poland']",['English']
Scalpel,Drama,6.4,['John Grissmer'],['United States'],['English']
Scalpel,Thriller,6.4,['John Grissmer'],['United States'],['English']
Götz von Berlichingen,Adventure,5.1,['Carlo Rola'],['Germany'],['German']
Götz von Berlichingen,History,5.1,['Carlo Rola'],['Germany'],['German']
The Christmas Switch,Romance,5.5,['Mike Rohl'],['United States'],['English']
Packing for Mars,Documentary,6.0,['Frank Jacob'],"['United States', 'Austria', 'Germany', 'Canada', 'Egypt', 'Italy']",['English']
Fear Stalk,Drama,6.0,['Larry Shaw'],"['United States', 'United Kingdom']",['English']
Fear Stalk,Thriller,6.0,['Larry Shaw'],"['United States', 'United Kingdom']",['English']
16 Stones,Adventure,4.9,['Brian Brough'],['United States'],['English']
Reclusion,Drama,3.9,['Norman Lesperance'],['United States'],['English']
Reclusion,Horror,3.9,['Norman Lesperance'],['United States'],['English']
Reclusion,Mystery,3.9,['Norman Lesperance'],['United States'],['English']
Reclusion,Thriller,3.9,['Norman Lesperance'],['United States'],['English']
Plague,Drama,5.1,"['Nick Kozakis', 'Kosta Ouzas']",['Australia'],['English']
Plague,Horror,5.1,"['Nick Kozakis', 'Kosta Ouzas']",['Australia'],['English']
Plague,Sci-Fi,5.1,"['Nick Kozakis', 'Kosta Ouzas']",['Australia'],['English']
Maria's Story,Short,7.9,['unknown'],['United Kingdom'],['English']
Maria's Story,Drama,7.9,['unknown'],['United Kingdom'],['English']
No Place to Hide: The Rehtaeh Parsons Story,Documentary,7.7,['Rama Rau'],['Canada'],['English']
Saturday Morning,Action,6.5,['unknown'],['United States'],['English']
Saturday Morning,Sport,6.5,['unknown'],['United States'],['English']
Lucid,Fantasy,4.7,['Adam Morse'],['United Kingdom'],['English']
Lucid,Thriller,4.7,['Adam Morse'],['United Kingdom'],['English']
A Merry Mirthworm Christmas,Animation,6.9,"['Russ Harris', 'G. Brian Reynolds']",['United States'],['English']
A Merry Mirthworm Christmas,Short,6.9,"['Russ Harris', 'G. Brian Reynolds']",['United States'],['English']
A Merry Mirthworm Christmas,Family,6.9,"['Russ Harris', 'G. Brian Reynolds']",['United States'],['English']
Combat America,Documentary,6.3,['unknown'],['United States'],['English']
Combat America,War,6.3,['unknown'],['United States'],['English']
Growing Up and Other Lies,Comedy,4.7,"['Darren Grodsky', 'Danny Jacobs']",['United States'],['English']
Misconceptions,Comedy,4.6,['Ron Satlof'],['United States'],['English']
Misconceptions,Drama,4.6,['Ron Satlof'],['United States'],['English']
Cry in the Wild: The Taking of Peggy Ann,Crime,6.2,['Charles Correll'],['United States'],['English']
Cry in the Wild: The Taking of Peggy Ann,Drama,6.2,['Charles Correll'],['United States'],['English']
Bank Alarm,Crime,5.3,['Louis J. Gasnier'],['United States'],['English']
Bank Alarm,Drama,5.3,['Louis J. Gasnier'],['United States'],['English']
Bank Alarm,Romance,5.3,['Louis J. Gasnier'],['United States'],['English']
Where the Boys Are '84,Comedy,3.9,['Hy Averback'],"['United Kingdom', 'United States']",['English']
Women on Death Row,Documentary,7.0,['Sabrina Van Tassel'],['France'],['French']
Francis of Brooklyn,Biography,8.2,['Josh Wick'],['United States'],['English']
Francis of Brooklyn,Comedy,8.2,['Josh Wick'],['United States'],['English']
Francis of Brooklyn,Drama,8.2,['Josh Wick'],['United States'],['English']
"Sing, Sinner, Sing",Drama,6.0,['Howard Christie'],['United States'],['English']
"Sing, Sinner, Sing",Romance,6.0,['Howard Christie'],['United States'],['English']
Adventures in Odyssey: Shadow of a Doubt,Animation,7.3,"['Mike Joens', 'Ken C. Johnson']",['United States'],['English']
Adventures in Odyssey: Shadow of a Doubt,Short,7.3,"['Mike Joens', 'Ken C. Johnson']",['United States'],['English']
Adventures in Odyssey: Shadow of a Doubt,Family,7.3,"['Mike Joens', 'Ken C. Johnson']",['United States'],['English']
Eat Me!,Comedy,5.6,['Joe Talbott'],['United States'],['English']
Odd Is an Egg,Animation,6.8,['Kristin Ulseth'],"['Norway', 'Portugal']",['Norwegian']
Odd Is an Egg,Short,6.8,['Kristin Ulseth'],"['Norway', 'Portugal']",['Norwegian']
A People Without A Land,Documentary,7.8,['Eliyahu Ungar-Sargon'],"['United States', 'Israel', 'United Kingdom', 'Palestine']",['English']
A People Without A Land,History,7.8,['Eliyahu Ungar-Sargon'],"['United States', 'Israel', 'United Kingdom', 'Palestine']",['English']
A People Without A Land,News,7.8,['Eliyahu Ungar-Sargon'],"['United States', 'Israel', 'United Kingdom', 'Palestine']",['English']
Cast Alaska,Documentary,7.8,"['Kevin Morris', 'Sean Morris']",['United States'],['English']
Cast Alaska,Adventure,7.8,"['Kevin Morris', 'Sean Morris']",['United States'],['English']
Cast Alaska,Sport,7.8,"['Kevin Morris', 'Sean Morris']",['United States'],['English']
Jeremy Fink and the Meaning of Life,Family,5.9,['Tamar Halpern'],['United States'],['English']
The Blood Drinkers,Horror,5.4,['Gerardo de Leon'],"['Philippines', 'United States']","['Tagalog', 'English', 'Filipino']"
T.N.T.,Action,3.1,['Robert Radler'],['United States'],['English']
Sitting on the Moon,Comedy,6.2,['Ralph Staub'],['United States'],['English']
Sitting on the Moon,Drama,6.2,['Ralph Staub'],['United States'],['English']
Sitting on the Moon,Music,6.2,['Ralph Staub'],['United States'],['English']
Sitting on the Moon,Romance,6.2,['Ralph Staub'],['United States'],['English']
"Parole, Inc.",Crime,5.7,['Alfred Zeisler'],['United States'],['English']
"Parole, Inc.",Film-Noir,5.7,['Alfred Zeisler'],['United States'],['English']
"Parole, Inc.",Thriller,5.7,['Alfred Zeisler'],['United States'],['English']
The Deflowering of Eva van End,Drama,6.6,['Michiel ten Horn'],['Netherlands'],"['Dutch', 'German', 'English']"
Street People,Action,5.2,"['Maurizio Lucidi', 'Guglielmo Garroni']",['Italy'],['Italian']
Street People,Crime,5.2,"['Maurizio Lucidi', 'Guglielmo Garroni']",['Italy'],['Italian']
Street People,Drama,5.2,"['Maurizio Lucidi', 'Guglielmo Garroni']",['Italy'],['Italian']
Mayan Renaissance,Documentary,7.4,['Dawn Gifford Engle'],"['United States', 'Guatemala']","['English', 'Spanish']"
Deadly Duo,Mystery,5.5,['Reginald Le Borg'],['United States'],['English']
My Mom's a Werewolf,Comedy,4.4,['Michael Fischa'],['United States'],['English']
My Mom's a Werewolf,Horror,4.4,['Michael Fischa'],['United States'],['English']
Ruby's Studio: the Feelings Show,Family,8.8,"['Jason Docter', 'Matt Docter']",['United States'],['English']
Jurassic School,Comedy,3.2,['Mark Atkins'],['United States'],['English']
Jurassic School,Drama,3.2,['Mark Atkins'],['United States'],['English']
Jurassic School,Family,3.2,['Mark Atkins'],['United States'],['English']
Jurassic School,Fantasy,3.2,['Mark Atkins'],['United States'],['English']
Love on Lay-Away,Comedy,6.7,"['Leslie Small', 'David E. Talbert']",['United States'],['English']
Outpost in Morocco,Action,5.3,['Robert Florey'],['United States'],['English']
Outpost in Morocco,Adventure,5.3,['Robert Florey'],['United States'],['English']
War Flowers,Drama,4.4,['Serge Rodnunsky'],['United States'],['English']
War Flowers,History,4.4,['Serge Rodnunsky'],['United States'],['English']
War Flowers,Romance,4.4,['Serge Rodnunsky'],['United States'],['English']
War Flowers,War,4.4,['Serge Rodnunsky'],['United States'],['English']
How Awful About Allan,Thriller,5.8,['Curtis Harrington'],['United States'],['English']
The Penthouse,Comedy,3.6,['Chris Levitus'],['United States'],['English']
B.O.R.N.,Horror,4.0,['Ross Hagen'],['United States'],['English']
B.O.R.N.,Thriller,4.0,['Ross Hagen'],['United States'],['English']
Prisoners of the Sun,Action,3.7,['Roger Christian'],"['United States', 'Germany']",['English']
Prisoners of the Sun,Adventure,3.7,['Roger Christian'],"['United States', 'Germany']",['English']
Prisoners of the Sun,Horror,3.7,['Roger Christian'],"['United States', 'Germany']",['English']
Prisoners of the Sun,Mystery,3.7,['Roger Christian'],"['United States', 'Germany']",['English']
A Parisian Romance,Drama,6.0,['Chester M. Franklin'],['United States'],"['French', 'English']"
A Parisian Romance,Romance,6.0,['Chester M. Franklin'],['United States'],"['French', 'English']"
T-Bird Gang,Drama,4.6,['Richard Harbinger'],['United States'],['English']
T-Bird Gang,Thriller,4.6,['Richard Harbinger'],['United States'],['English']
From the Kill Pen,Documentary,7.8,['Sharon Boeckle'],['United States'],['English']
From the Kill Pen,Drama,7.8,['Sharon Boeckle'],['United States'],['English']
Rawhide,Western,6.0,['unknown'],['United States'],['English']
Mr. Robinson Crusoe,Action,5.6,['A. Edward Sutherland'],['United States'],['English']
Mr. Robinson Crusoe,Adventure,5.6,['A. Edward Sutherland'],['United States'],['English']
Mr. Robinson Crusoe,Comedy,5.6,['A. Edward Sutherland'],['United States'],['English']
Mr. Robinson Crusoe,Family,5.6,['A. Edward Sutherland'],['United States'],['English']
Mr. Robinson Crusoe,Romance,5.6,['A. Edward Sutherland'],['United States'],['English']
The Hitchhikers,Action,4.8,"['Beverly Sebastian', 'Ferd Sebastian']",['United States'],['English']
The Hitchhikers,Drama,4.8,"['Beverly Sebastian', 'Ferd Sebastian']",['United States'],['English']
Assassins Tale,Action,4.2,['Arthur Louis Fuller'],['United States'],['English']
Assassins Tale,Crime,4.2,['Arthur Louis Fuller'],['United States'],['English']
Assassins Tale,Thriller,4.2,['Arthur Louis Fuller'],['United States'],['English']
Mantera,Action,2.6,"['Aliyar Ali Kutty', 'Miza Mohamad']","['Malaysia', 'United Arab Emirates', 'Russia', 'Syria']",['Malay']
Mantera,Sci-Fi,2.6,"['Aliyar Ali Kutty', 'Miza Mohamad']","['Malaysia', 'United Arab Emirates', 'Russia', 'Syria']",['Malay']
Losing Breen,Drama,7.1,['Doc Benson'],['United States'],['English']
Losing Breen,Family,7.1,['Doc Benson'],['United States'],['English']
How to Kill a Judge,Crime,6.6,['Damiano Damiani'],['Italy'],['Italian']
How to Kill a Judge,Drama,6.6,['Damiano Damiani'],['Italy'],['Italian']
Fearless Frank,Fantasy,4.1,['Philip Kaufman'],['United States'],['English']
Fearless Frank,Comedy,4.1,['Philip Kaufman'],['United States'],['English']
Hide in the Light,Horror,3.8,['Mikey McGregor'],['United States'],['English']
Hide in the Light,Thriller,3.8,['Mikey McGregor'],['United States'],['English']
Happy Slapping,Drama,6.1,['Christos Sourligas'],['Canada'],['English']
Huk!,Action,6.0,['John Barnwell'],['United States'],['English']
Huk!,Adventure,6.0,['John Barnwell'],['United States'],['English']
Huk!,Drama,6.0,['John Barnwell'],['United States'],['English']
Huk!,Romance,6.0,['John Barnwell'],['United States'],['English']
Huk!,War,6.0,['John Barnwell'],['United States'],['English']
The Doll Squad,Action,4.1,['Ted V. Mikels'],['United States'],['English']
The Doll Squad,Adventure,4.1,['Ted V. Mikels'],['United States'],['English']
The Doll Squad,Sci-Fi,4.1,['Ted V. Mikels'],['United States'],['English']
The Doll Squad,Thriller,4.1,['Ted V. Mikels'],['United States'],['English']
Believe,Drama,4.0,['unknown'],['United States'],['English']
Believe,Fantasy,4.0,['unknown'],['United States'],['English']
Believe,Sci-Fi,4.0,['unknown'],['United States'],['English']
Eden's Curve,Drama,5.3,['Anne Misawa'],['United States'],['English']
Eden's Curve,Romance,5.3,['Anne Misawa'],['United States'],['English']
Television Under The Swastika,Documentary,7.1,['Michael Kloft'],['Germany'],['German']
Television Under The Swastika,History,7.1,['Michael Kloft'],['Germany'],['German']
Television Under The Swastika,Sport,7.1,['Michael Kloft'],['Germany'],['German']
Solar Attack,Action,4.0,['Paul Ziller'],['Canada'],['English']
Solar Attack,Sci-Fi,4.0,['Paul Ziller'],['Canada'],['English']
Solar Attack,Thriller,4.0,['Paul Ziller'],['Canada'],['English']
A Time for Heaven,Drama,5.9,['Craig McMahon'],['United States'],['English']
A Time for Heaven,Family,5.9,['Craig McMahon'],['United States'],['English']
Love & Sex in Japan,unknown,5.902751,['unknown'],['unknown'],['unknown']
Deewana Mujh Sa Nahin,Romance,5.9,"['Nageshwara Rao Y.', 'M. Parvez']",['India'],['Hindi']
Deewana Mujh Sa Nahin,Comedy,5.9,"['Nageshwara Rao Y.', 'M. Parvez']",['India'],['Hindi']
Deewana Mujh Sa Nahin,Drama,5.9,"['Nageshwara Rao Y.', 'M. Parvez']",['India'],['Hindi']
Black Plague,Drama,5.3,['Alberto Sciamma'],['United Kingdom'],['English']
Black Plague,Mystery,5.3,['Alberto Sciamma'],['United Kingdom'],['English']
Black Plague,Thriller,5.3,['Alberto Sciamma'],['United Kingdom'],['English']
Starve,Horror,4.7,['Griff Furst'],['United States'],['English']
Starve,Thriller,4.7,['Griff Furst'],['United States'],['English']
Babygirl,Drama,6.1,['Macdara Vallely'],"['Ireland', 'United States']",['English']
Babygirl,Romance,6.1,['Macdara Vallely'],"['Ireland', 'United States']",['English']
A Union in Wait,Documentary,7.0,['Ryan Butler'],['United States'],['English']
Island Earth,Documentary,7.8,['Cyrus Sutton'],['United States'],['English']
Hoboken Hollow,Horror,3.7,['Glen Stephens'],['United States'],"['English', 'French']"
Second Chance By Betrayal,Drama,8.7,['Terrence Weasel Smith'],['United States'],['English']
Falling Uphill,Comedy,4.9,['Richard J Bosner'],['United States'],['English']
Falling Uphill,Drama,4.9,['Richard J Bosner'],['United States'],['English']
Falling Uphill,Romance,4.9,['Richard J Bosner'],['United States'],['English']
Freshwater,Action,2.6,['Brandy Berry'],['United States'],['English']
Freshwater,Adventure,2.6,['Brandy Berry'],['United States'],['English']
Freshwater,Comedy,2.6,['Brandy Berry'],['United States'],['English']
Freshwater,Horror,2.6,['Brandy Berry'],['United States'],['English']
Freshwater,Thriller,2.6,['Brandy Berry'],['United States'],['English']
Forgotten Ellis Island,Documentary,7.6,['Lorie Conway'],['United States'],['English']
Up Against Amanda,Drama,4.4,['Michael Rissi'],['United States'],['English']
Up Against Amanda,Thriller,4.4,['Michael Rissi'],['United States'],['English']
The Spike Jones Story,Documentary,7.9,['Don McGlynn'],['United States'],['English']
The Spike Jones Story,Biography,7.9,['Don McGlynn'],['United States'],['English']
The Spike Jones Story,Music,7.9,['Don McGlynn'],['United States'],['English']
Oklahoma Crude,Comedy,6.4,['Stanley Kramer'],['United States'],['English']
Oklahoma Crude,Drama,6.4,['Stanley Kramer'],['United States'],['English']
Oklahoma Crude,Western,6.4,['Stanley Kramer'],['United States'],['English']
The Borrowers,Adventure,5.5,['Peter Hewitt'],"['United Kingdom', 'United States']",['English']
The Borrowers,Comedy,5.5,['Peter Hewitt'],"['United Kingdom', 'United States']",['English']
The Borrowers,Family,5.5,['Peter Hewitt'],"['United Kingdom', 'United States']",['English']
The Borrowers,Fantasy,5.5,['Peter Hewitt'],"['United Kingdom', 'United States']",['English']
Harland Williams: A Force of Nature,Comedy,5.3,['unknown'],['United States'],['English']
Sorceress,Action,6.0,['Jack Hill'],"['Mexico', 'United States']",['English']
Sorceress,Adventure,6.0,['Jack Hill'],"['Mexico', 'United States']",['English']
Sorceress,Fantasy,6.0,['Jack Hill'],"['Mexico', 'United States']",['English']
Special Agent Kids,Family,6.3,['Paul Hart-Wilden'],['United States'],['English']
With God On Our Side,Documentary,6.8,['Porter Speakman Jr.'],['United States'],"['English', 'Arabic']"
The Dempsey Sisters,Family,5.8,['Roger Melvin'],['United States'],['English']
A Hitman in London,Documentary,4.3,['Simona Piantieri'],['United Kingdom'],['English']
A Hitman in London,Short,4.3,['Simona Piantieri'],['United Kingdom'],['English']
A Hitman in London,Biography,4.3,['Simona Piantieri'],['United Kingdom'],['English']
Lady Frankenstein,Horror,5.0,"['Mel Welles', 'Aureliano Luppi']",['Italy'],['Italian']
Being Black Enough,Comedy,6.9,['Devin Rice'],['United States'],"['English', 'Spanish']"
Being Black Enough,Drama,6.9,['Devin Rice'],['United States'],"['English', 'Spanish']"
The Winds of Kitty Hawk,Biography,6.8,['E.W. Swackhamer'],['United States'],['English']
The Winds of Kitty Hawk,Drama,6.8,['E.W. Swackhamer'],['United States'],['English']
The Winds of Kitty Hawk,History,6.8,['E.W. Swackhamer'],['United States'],['English']
Breaking: Los Angeles,Documentary,8.2,"['Joseph Brocato', 'Yale Chiang']",['United States'],['English']
Blood Trap,Comedy,3.8,['Alberto Sciamma'],"['United Kingdom', 'United States']",['English']
Blood Trap,Crime,3.8,['Alberto Sciamma'],"['United Kingdom', 'United States']",['English']
Blood Trap,Horror,3.8,['Alberto Sciamma'],"['United Kingdom', 'United States']",['English']
Blood Trap,Thriller,3.8,['Alberto Sciamma'],"['United Kingdom', 'United States']",['English']
Roulette,Drama,4.6,['Erik Kristopher Myers'],['United States'],['English']
Roulette,Thriller,4.6,['Erik Kristopher Myers'],['United States'],['English']
Models Inc.,Drama,6.2,['unknown'],['United States'],['English']
Gauguin: The Full Story,Documentary,7.1,['Waldemar Januszczak'],['United Kingdom'],['English']
Gauguin: The Full Story,Biography,7.1,['Waldemar Januszczak'],['United Kingdom'],['English']
Rowdy Fellow,Action,6.7,['Krishna Chaitanya'],['India'],['Telugu']
Rowdy Fellow,Romance,6.7,['Krishna Chaitanya'],['India'],['Telugu']
Silver Case,Action,4.5,['Christian Filippella'],"['Italy', 'United States']","['English', 'Spanish', 'Italian']"
Silver Case,Adventure,4.5,['Christian Filippella'],"['Italy', 'United States']","['English', 'Spanish', 'Italian']"
Silver Case,Comedy,4.5,['Christian Filippella'],"['Italy', 'United States']","['English', 'Spanish', 'Italian']"
Silver Case,Crime,4.5,['Christian Filippella'],"['Italy', 'United States']","['English', 'Spanish', 'Italian']"
Spirit Riders,Family,4.3,['Brian T. Jaynes'],['United States'],['English']
Grand Canyon Trail,Western,6.0,['William Witney'],['United States'],['English']
The Dark Diamond,Adventure,4.7,['Rudi Van Den Bossche'],"['Germany', 'Belgium']",['Dutch']
The Dark Diamond,Family,4.7,['Rudi Van Den Bossche'],"['Germany', 'Belgium']",['Dutch']
The Dark Diamond,Mystery,4.7,['Rudi Van Den Bossche'],"['Germany', 'Belgium']",['Dutch']
The Terror Within,Horror,4.9,['Thierry Notz'],['United States'],['English']
The Terror Within,Sci-Fi,4.9,['Thierry Notz'],['United States'],['English']
Washington Capitals 2018 Stanley Cup Champions,Sport,5.902751,['Evan Neel'],['United States'],['English']
Remember Me,Animation,5.0,"['Lee Unkrich', 'Adrian Molina']",['United States'],"['English', 'Spanish']"
Remember Me,Adventure,5.0,"['Lee Unkrich', 'Adrian Molina']",['United States'],"['English', 'Spanish']"
Remember Me,Family,5.0,"['Lee Unkrich', 'Adrian Molina']",['United States'],"['English', 'Spanish']"
Remember Me,Fantasy,5.0,"['Lee Unkrich', 'Adrian Molina']",['United States'],"['English', 'Spanish']"
Remember Me,Music,5.0,"['Lee Unkrich', 'Adrian Molina']",['United States'],"['English', 'Spanish']"
Remember Me,Mystery,5.0,"['Lee Unkrich', 'Adrian Molina']",['United States'],"['English', 'Spanish']"
Living Things,Comedy,5.902751,['Eric Shapiro'],['United States'],['English']
Living Things,Drama,5.902751,['Eric Shapiro'],['United States'],['English']
Legend of the American Sniper,Drama,5.902751,['unknown'],['unknown'],['unknown']
Legend of the American Sniper,Talk-Show,5.902751,['unknown'],['unknown'],['unknown']
End of Innocence,Drama,5.902751,['Massimo Dallamano'],"['Italy', 'United Kingdom']",['Italian']
The Gorilla,Comedy,4.8,['Allan Dwan'],['United States'],['English']
The Gorilla,Horror,4.8,['Allan Dwan'],['United States'],['English']
Overtime,Action,5.3,['Peter Hyams'],['United States'],['English']
Overtime,Crime,5.3,['Peter Hyams'],['United States'],['English']
Overtime,Thriller,5.3,['Peter Hyams'],['United States'],['English']
The Novice,Thriller,6.0,['Lauren Hadaway'],['United States'],['English']
The Greed of Men,Action,7.3,['Jeremy Fultz'],['United States'],['English']
All You Can Eat Buddha,Comedy,5.9,['Ian Lagarde'],"['Canada', 'Cuba']","['Spanish', 'French']"
All You Can Eat Buddha,Drama,5.9,['Ian Lagarde'],"['Canada', 'Cuba']","['Spanish', 'French']"
All You Can Eat Buddha,Fantasy,5.9,['Ian Lagarde'],"['Canada', 'Cuba']","['Spanish', 'French']"
All You Can Eat Buddha,Horror,5.9,['Ian Lagarde'],"['Canada', 'Cuba']","['Spanish', 'French']"
All the Others Were Practice,Comedy,5.8,['Brian Tolle'],['United States'],['English']
All the Others Were Practice,Romance,5.8,['Brian Tolle'],['United States'],['English']
"Je T'aime, I Love You Terminal",Comedy,6.1,['Dani Menkin'],['Israel'],"['English', 'Hebrew']"
"Je T'aime, I Love You Terminal",Drama,6.1,['Dani Menkin'],['Israel'],"['English', 'Hebrew']"
"Je T'aime, I Love You Terminal",Romance,6.1,['Dani Menkin'],['Israel'],"['English', 'Hebrew']"
Jeevan Mrityu,Drama,7.0,['Satyen Bose'],['India'],['Hindi']
Jeevan Mrityu,Romance,7.0,['Satyen Bose'],['India'],['Hindi']
Jeevan Mrityu,Thriller,7.0,['Satyen Bose'],['India'],['Hindi']
The Real Lost World,Adventure,7.2,['Peter von Puttkamer'],['Canada'],['English']
Random Encounters,Comedy,4.6,['Boris Undorf'],['United States'],['unknown']
Random Encounters,Romance,4.6,['Boris Undorf'],['United States'],['unknown']
Five Golden Dragons,Action,5.0,['Jeremy Summers'],"['United Kingdom', 'West Germany', 'Liechtenstein', 'Hong Kong']","['English', 'German', 'Chinese']"
Five Golden Dragons,Drama,5.0,['Jeremy Summers'],"['United Kingdom', 'West Germany', 'Liechtenstein', 'Hong Kong']","['English', 'German', 'Chinese']"
The Mystery Beneath,Documentary,5.0,['Magnus Egler'],['United Kingdom'],['English']
Adam Newman: Fuzzies,Comedy,5.9,['Jay Chapman'],['United States'],['English']
Chu and Blossom,Comedy,7.6,"['Charles Chu', 'Gavin Kelly']",['United States'],['English']
Chu and Blossom,Drama,7.6,"['Charles Chu', 'Gavin Kelly']",['United States'],['English']
Hell's House,Drama,6.0,['Howard Higgin'],['United States'],['English']
Alone in the Woods,Comedy,4.2,['John Putch'],['United States'],['English']
Alone in the Woods,Crime,4.2,['John Putch'],['United States'],['English']
Alone in the Woods,Family,4.2,['John Putch'],['United States'],['English']
Teen Bahuraniyan,Comedy,7.1,"['S.S. Balan', 'S.S. Vasan']",['India'],"['Hindi', 'English']"
Soccer City,Documentary,6.1,['Nick Fitzhugh'],"['United States', 'South Africa']","['English', 'Zulu']"
Soccer City,Drama,6.1,['Nick Fitzhugh'],"['United States', 'South Africa']","['English', 'Zulu']"
Soccer City,Sport,6.1,['Nick Fitzhugh'],"['United States', 'South Africa']","['English', 'Zulu']"
Cradle,Action,6.5,['Ken Barbet'],['United States'],['English']
Cradle,Adventure,6.5,['Ken Barbet'],['United States'],['English']
Cradle,Horror,6.5,['Ken Barbet'],['United States'],['English']
Cradle,Thriller,6.5,['Ken Barbet'],['United States'],['English']
Starflight: The Plane That Couldn't Land,Sci-Fi,4.8,['Jerry Jameson'],['United States'],['English']
Starflight: The Plane That Couldn't Land,Thriller,4.8,['Jerry Jameson'],['United States'],['English']
The Legend of Lucy Keyes,Drama,4.8,['John Stimpson'],['United States'],['English']
The Legend of Lucy Keyes,Thriller,4.8,['John Stimpson'],['United States'],['English']
The Circuit 2: The Final Punch,Action,4.1,['Jalal Merhi'],"['Canada', 'United States']",['English']
The Circuit 2: The Final Punch,Drama,4.1,['Jalal Merhi'],"['Canada', 'United States']",['English']
The Circuit 2: The Final Punch,Sport,4.1,['Jalal Merhi'],"['Canada', 'United States']",['English']
The Ferryman,Comedy,4.7,['Jiajia Zhang'],['Hong Kong'],['Mandarin']
The Ferryman,Drama,4.7,['Jiajia Zhang'],['Hong Kong'],['Mandarin']
The Ferryman,Romance,4.7,['Jiajia Zhang'],['Hong Kong'],['Mandarin']
Bob's New Suit,Drama,4.8,['Alan R. Howard'],['United States'],['English']
Anthology of Terror: Prelude,Short,4.3,['Ryan Thompson'],['United States'],['English']
Anthology of Terror: Prelude,Horror,4.3,['Ryan Thompson'],['United States'],['English']
Anthology of Terror: Prelude,Sci-Fi,4.3,['Ryan Thompson'],['United States'],['English']
Anthology of Terror: Prelude,Thriller,4.3,['Ryan Thompson'],['United States'],['English']
Winterset,Crime,6.3,['Alfred Santell'],['United States'],['English']
Winterset,Drama,6.3,['Alfred Santell'],['United States'],['English']
Winterset,Romance,6.3,['Alfred Santell'],['United States'],['English']
Ghar,Drama,7.0,"['Manik Chatterjee', 'Gulzar']",['India'],['Hindi']
Ghar,Romance,7.0,"['Manik Chatterjee', 'Gulzar']",['India'],['Hindi']
Neath Brooklyn Bridge,Comedy,5.8,['Wallace Fox'],['United States'],['English']
Neath Brooklyn Bridge,Drama,5.8,['Wallace Fox'],['United States'],['English']
Neath Brooklyn Bridge,Romance,5.8,['Wallace Fox'],['United States'],['English']
Neath Brooklyn Bridge,War,5.8,['Wallace Fox'],['United States'],['English']
I Cover the Waterfront,Drama,6.3,['James Cruze'],['United States'],['English']
I Cover the Waterfront,Romance,6.3,['James Cruze'],['United States'],['English']
American Federale,Documentary,6.0,['Michael D. Carlin'],"['Mexico', 'United States']",['English']
American Federale,Biography,6.0,['Michael D. Carlin'],"['Mexico', 'United States']",['English']
American Federale,History,6.0,['Michael D. Carlin'],"['Mexico', 'United States']",['English']
I Kissed a Vampire,Musical,4.1,['Chris Nolan'],['United States'],['English']
Deceived,Crime,4.3,['Damian Harris'],['United States'],['English']
Deceived,Drama,4.3,['Damian Harris'],['United States'],['English']
Deceived,Mystery,4.3,['Damian Harris'],['United States'],['English']
Deceived,Thriller,4.3,['Damian Harris'],['United States'],['English']
Kabala,Animation,7.3,['Wladyslaw Starewicz'],['France'],"['French', 'English']"
Kabala,Short,7.3,['Wladyslaw Starewicz'],['France'],"['French', 'English']"
Kabala,Adventure,7.3,['Wladyslaw Starewicz'],['France'],"['French', 'English']"
Kabala,Drama,7.3,['Wladyslaw Starewicz'],['France'],"['French', 'English']"
Kabala,Family,7.3,['Wladyslaw Starewicz'],['France'],"['French', 'English']"
Kabala,Fantasy,7.3,['Wladyslaw Starewicz'],['France'],"['French', 'English']"
Kabala,Horror,7.3,['Wladyslaw Starewicz'],['France'],"['French', 'English']"
Chor Machaye Shor,Action,6.4,['Ashok Roy'],['India'],['Hindi']
Chor Machaye Shor,Musical,6.4,['Ashok Roy'],['India'],['Hindi']
Chor Machaye Shor,Romance,6.4,['Ashok Roy'],['India'],['Hindi']
Dust Up,Action,4.9,['Isaac Florentine'],['United States'],"['English', 'Spanish']"
Dust Up,Crime,4.9,['Isaac Florentine'],['United States'],"['English', 'Spanish']"
Dust Up,Thriller,4.9,['Isaac Florentine'],['United States'],"['English', 'Spanish']"
Friends Don't Let Friends,Horror,3.1,"[""James S. 'Jamie' Brown""]",['United States'],['English']
Friends Don't Let Friends,Thriller,3.1,"[""James S. 'Jamie' Brown""]",['United States'],['English']
Run for Love,Drama,4.2,"['Qunshu Gao', 'Hu Guan', 'Hua-Tao Teng', 'Meng Zhang', 'Yibai Zhang']",['China'],"['Mandarin', 'English', 'Japanese']"
Run for Love,Romance,4.2,"['Qunshu Gao', 'Hu Guan', 'Hua-Tao Teng', 'Meng Zhang', 'Yibai Zhang']",['China'],"['Mandarin', 'English', 'Japanese']"
Stealing Sinatra,Biography,5.7,['Ron Underwood'],['United States'],['English']
Stealing Sinatra,Comedy,5.7,['Ron Underwood'],['United States'],['English']
