Title,Language,IMDb
Kati Patang,Hindi,7.1
Little Soldiers,English,7.9
Little Soldiers,Spanish,7.9
Half Ticket,Marathi,7.4
2 Nights Till Morning,English,6.1
2 Nights Till Morning,French,6.1
2 Nights Till Morning,Finnish,6.1
Wilderness Survival for Girls,English,5.4
Zebra Lounge,English,4.8
The Greatest,English,6.0
Scrooge,English,6.6
My Trip to Al-Qaeda,English,7.1
Nada+,German,6.4
Nada+,English,6.4
Nada+,Yiddish,6.4
Swan Lake,Japanese,7.8
Happily Ever After,English,5.3
The Poison Rose,English,4.6
The Poison Rose,Spanish,4.6
I Accuse,French,5.6
The Hellbenders,Italian,6.8
The Hellbenders,Spanish,6.8
Love Everlasting,English,6.2
Bride of the Monster,English,4.2
Black Mountain Side,English,5.2
LolliLove,English,6.2
Back to Bosnia,English,7.8
Back to Bosnia,Serbo-Croatian,7.8
Don Q Son of Zorro,English,7.0
The Citizen,English,7.0
The Citizen,Arabic,7.0
Cemetery Without Crosses,French,6.9
Cemetery Without Crosses,Italian,6.9
Cemetery Without Crosses,Spanish,6.9
Altered Hours,English,4.6
Mitron,Hindi,6.9
Street Dreams,English,6.2
Tiger Girl,German,5.6
Tiger Girl,English,5.6
Girl on a Bicycle,English,6.2
Girl on a Bicycle,French,6.2
Girl on a Bicycle,German,6.2
Girl on a Bicycle,Italian,6.2
Daddy's Little Girl,English,5.8
Double Mommy,English,6.1
Monogamish,Swiss German,6.2
Masked Avengers,Mandarin,7.1
A Father's Choice,English,6.1
Refuge,English,5.0
Refuge,Hebrew,5.0
Refuge,German,5.0
Refuge,Arabic,5.0
Omo Child: The River and the Bush,unknown,8.7
Fools on the Hill,English,8.2
100 Days,Hindi,6.6
Battles Without Honor and Humanity: Proxy War,Japanese,7.4
Dus,Hindi,5.5
Repli-Kate,English,5.7
Flashout,English,5.3
CODE: Debugging the Gender Gap,English,6.0
Dirty Weekend,English,4.9
The Butterfly Tree,English,5.3
Black Water,English,4.8
Lingaa,Tamil,5.6
Division III: Football's Finest,English,5.6
The Murder in Angel Lane,English,7.3
The Taiwan Oyster,English,6.2
HoneyBee,English,6.3
Food of Love,English,6.0
Happily N'Ever After,English,4.5
All About You,English,6.4
Black November,English,5.3
The Mystery of Chess Boxing,Mandarin,6.9
The Mystery of Chess Boxing,Cantonese,6.9
Muthu,Hindi,7.5
Muthu,Tamil,7.5
Meet Me in Montenegro,English,5.8
Meet Me in Montenegro,German,5.8
Closure,English,8.1
Almost Perfect,English,5.9
Wanderland,English,5.4
The Man Who Cheated Himself,English,6.8
The Man Who Cheated Himself,Italian,6.8
The Fourth Wise Man,English,6.9
Remington and the Curse of the Zombadings,Filipino,5.6
Remington and the Curse of the Zombadings,Tagalog,5.6
The Last of the Mohicans,English,6.7
The Last of the Mohicans,French,6.7
The Last of the Mohicans,North American Indian,6.7
Audrey Hepburn: Remembered,English,8.3
Hollow Triumph,English,6.8
The Liberation of L.B. Jones,English,6.8
Detective School Dropouts,English,5.9
Camp Hollywood,English,7.3
Nothing Really Happens,English,5.2
Mrs. Hyde,German,5.2
Flight from Death: The Quest for Immortality,English,7.8
Minor Details,English,4.5
Alyce Kills,English,5.4
Going Back,English,5.2
Park,English,5.7
RWBY: Volume 1,English,8.0
Rapid Eye Movement,unknown,4.2
Miss Dial,English,6.1
The Last Chance,English,6.7
The Last Chance,Italian,6.7
The Last Chance,German,6.7
The Last Chance,French,6.7
A Night Without Armor,English,7.5
Gary Gulman: In This Economy?,English,7.4
The Daisy Chain,English,5.0
Till We Meet Again,English,6.4
Till We Meet Again,German,6.4
The Zone,English,5.0
Amateur Night,English,5.1
Beatles Stories,English,7.1
The Fish Fall in Love,Persian,6.9
Unlikely Angel,English,6.6
Vengeance,English,7.1
Vengeance,French,7.1
Vengeance,Italian,7.1
Vengeance,Spanish,7.1
El Diablo,English,6.3
El Diablo,Spanish,6.3
Malice In The Palace,English,7.6
Meet My Valentine,English,6.3
Across the Sea,Turkish,6.3
Legend of the Eight Samurai,Japanese,6.5
Operation Toussaint: Operation Underground Railroad and the Fight to End Modern Day Slavery,English,8.8
Diary of a Madman,English,6.4
Todd Barry: The Crowd Work Tour,English,7.5
Run for Your Life,English,5.6
Comeback Season,English,5.9
The Dark Place,English,4.6
Cold Sweat,English,5.8
Cold Sweat,French,5.8
Say You Will,English,6.7
Kshana Kshanam,Telugu,8.1
Fear,English,6.1
Left Behind III: World at War,English,4.6
Cannes Man,English,5.2
Cannes Man,French,5.2
Cannes Man,Norwegian,5.2
Muffin Top: A Love Story,English,4.7
Rifftrax Live: Samurai Cop,unknown,7.2
Movie Movie,English,6.4
The Chinese Boxer,Mandarin,6.7
The Bet Collector,Filipino,6.7
The Bet Collector,Tagalog,6.7
Dead Heist,English,3.8
Capturing Mary,English,6.9
God's Compass,English,5.7
Gacy,English,4.7
We Are the World: The Story Behind the Song,English,8.1
Hapkido,Mandarin,6.9
Malta Story,English,6.5
The Seventh Curse,Mandarin,6.4
The Seventh Curse,Cantonese,6.4
The Seventh Curse,English,6.4
App,Dutch,5.5
The Quitter,English,7.3
Summer of 8,English,5.5
Traveller,English,6.1
Thammudu,Telugu,7.8
Santa and the Three Bears,English,7.0
Santa and the Three Bears,French,7.0
Khuda Gawah,Hindi,6.6
Royal Warriors,Cantonese,6.8
Royal Warriors,Japanese,6.8
Fursonas,English,6.1
The Wilde Wedding,English,5.1
The Wilde Wedding,Portuguese,5.1
The Wilde Wedding,Spanish,5.1
The Wilde Wedding,Italian,5.1
Awaken the Shadowman,English,4.0
Sunny,English,6.4
DeadHeads,English,5.4
The Weekend Sailor,English,8.3
The Weekend Sailor,Spanish,8.3
The Weekend Sailor,French,8.3
The Weekend Sailor,Portuguese,8.3
Christmas Lodge,English,6.3
Cutterhead,English,6.1
The Dust Factory,English,6.0
The Kentuckian,English,6.3
The Silver Screen: Color Me Lavender,English,6.3
What the Waters Left Behind,Spanish,4.9
Friendly Fire,English,7.3
The Dinosaur Project,English,4.6
Avida,English,5.9
Avida,Spanish,5.9
Avida,French,5.9
Hamilton: One Shot to Broadway,English,6.1
Turning Green,English,5.6
Golden Swallow,Mandarin,6.8
Paradise,English,5.0
Vile,English,5.0
The Piano in a Factory,Mandarin,7.4
The Piano in a Factory,Russian,7.4
Lace Crater,English,5.3
The Horde,French,4.2
The Horde,Czech,4.2
Albert Fish: In Sin He Found Salvation,English,5.7
Padi Padi Leche Manasu,Telugu,6.4
Dead in 5 Heartbeats,English,6.0
The Blockhouse,English,5.9
Strip Search,English,6.3
"Hey, Mr. Postman!",English,6.2
Alice's Adventures in Wonderland,English,5.7
My Name Was Bette: The Life and Death of an Alcoholic,English,7.2
Ace of Hearts,English,5.6
Ace of Hearts,Spanish,5.6
Kathleen Madigan: Madigan Again,English,7.1
"Have a Good Funeral, My Friend... Sartana Will Pay",Italian,6.8
The Life of Bruce Lee,English,7.3
Madeline: Lost in Paris,English,6.0
When the Day Breaks,English,6.8
Running Wild,English,6.3
Shock,English,6.3
Shock,Italian,6.3
3801 Lancaster: American Tragedy,English,6.4
When a City Falls,English,8.4
Crazy,French,6.5
Crazy,English,6.5
Crazy,German,6.5
Crazy,Spanish,6.5
Crazy,Polish,6.5
A Christmas Snow,English,6.1
A Thousand Junkies,English,5.8
Vendetta,English,6.1
The Trial of the Incredible Hulk,English,5.9
The Call of the Wild,English,6.0
The Call of the Wild,French,6.0
Columbus Day,English,5.3
Green Is Gold,English,6.0
Tom Sawyer & Huckleberry Finn,English,5.2
Neverlake,English,5.3
Why Shoot the Teacher?,English,7.0
Gary Gulman: It's About Time,English,7.2
An American Christmas Carol,English,6.9
Thunderbird 6,English,6.3
Ignition,English,5.1
The Blacksmith,unknown,6.9
I Love You Too,English,6.0
Madtown,English,6.2
Mili,Hindi,7.6
Peace Breaker,Mandarin,6.1
Peace Breaker,Cantonese,6.1
Brokedown,English,6.8
Corridors of Blood,English,6.5
Aag,Hindi,7.4
Shirley Adams,English,6.7
Shirley Adams,Afrikaans,6.7
Top of the Food Chain,English,6.2
The Rainbow,English,7.2
Shark Attack 3: Megalodon,English,2.9
Sharknado 6,English,3.5
Toman,Czech,6.6
The Proud Rebel,English,6.9
RX 100,Telugu,6.9
Mantervention,English,4.8
Fabulous Frogs,English,8.6
The Image Revolution,English,7.2
Jessie's Dad,English,7.4
First Period,English,6.3
First Period,Middle English,6.3
Red Christmas,English,4.3
Pink Floyd: Behind the Wall,English,6.8
Sagwan,Filipino,5.4
Sagwan,Tagalog,5.4
The Sensei,English,6.6
Trois 3: The Escort,English,5.0
The 50 Best Horror Movies You've Never Seen,English,6.2
Bill Maher: Victory Begins at Home,English,7.0
Speckles: The Tarbosaurus,Korean,5.4
Inseparable,Spanish,5.4
Vijay,Hindi,5.6
Baadshah,Hindi,6.4
The Benefactor,English,5.1
The Evangelist,English,5.0
Evil Ed,English,5.6
Evil Ed,Swedish,5.6
Freedom Summer,English,7.4
Eloise,Catalan,4.6
D.L. Hughley: Unapologetic,English,7.1
The Return of Ringo,Italian,6.8
Double Dragon,English,3.8
Meri Jung,Hindi,7.3
Neon Flesh,Spanish,5.7
Cycle,Marathi,8.4
Unli Life,Tagalog,6.7
Unli Life,Filipino,6.7
Go for Broke,Polish,5.3
Cat Skin,English,5.5
Wake of Death,Cantonese,5.7
Wake of Death,French,5.7
Wake of Death,English,5.7
Dead Awake,English,4.6
Howard Lovecraft and the Kingdom of Madness,English,6.6
Maachis,Hindi,7.8
Goran,Croatian,6.5
Fögi Is a Bastard,French,6.5
An Accidental Soldier,English,6.8
Insane,English,6.0
Between Strangers,English,6.1
Princess Cut,English,4.8
Queens and Cowboys: A Straight Year on the Gay Rodeo,English,6.4
Le Chemin,Portuguese,5.8
Savage Messiah,English,6.5
Countess Dracula,English,6.0
Countess Dracula,Latin,6.0
Five Shaolin Masters,Mandarin,6.7
"With You, Without You",Sinhalese,7.2
"With You, Without You",Tamil,7.2
Final,English,5.9
Final,Japanese,5.9
Final,Spanish,5.9
The Gladiator,English,5.4
The Standoff,unknown,5.4
Island of Fire,Mandarin,5.9
Island of Fire,Cantonese,5.9
Island of Fire,English,5.9
Island of Fire,Tagalog,5.9
Incident by a Bank,Swedish,7.0
Chattahoochee,English,6.4
Kickin' It Old Skool,English,4.6
Black Magic,English,6.2
Ave Maria,English,6.5
Street,English,4.6
Disciples of Shaolin,Mandarin,6.7
One Hour Fantasy Girl,English,5.1
A Holiday Engagement,English,6.0
Jim Norton: Contextually Inadequate,English,7.2
The History of Time Travel,English,6.8
Fresh,English,7.4
Fresh,Spanish,7.4
Travelling Salesman,English,5.8
Contamination,Italian,5.3
Worst Friends,English,4.7
Pretty Rosebud,English,6.3
Captured,English,5.4
Coast Modern,English,7.7
Dennis Rodman's Big Bang in PyongYang,English,6.2
Dennis Rodman's Big Bang in PyongYang,Korean,6.2
Touched,English,5.9
The Blackout Experiments,English,4.2
Almost Home,English,5.3
The Vagina Monologues,English,6.5
Free Ride,English,5.6
Gumnaam,Hindi,7.2
Happy End?!,German,5.7
Brideless Groom,English,7.4
The Basement,English,4.6
With Friends Like These...,English,5.9
Chicago Overcoat,English,6.1
Outing Riley,English,6.4
When Jews Were Funny,English,5.8
The Bleeding House,English,5.1
Impact After the Crash,English,8.0
Just Do It: A Tale of Modern-day Outlaws,English,6.9
Bad Ass 2: Bad Asses,English,5.6
Bad Ass 2: Bad Asses,Spanish,5.6
Scare Campaign,English,5.8
The Stolen Jools,English,5.7
The Creators,English,8.9
The Creators,Afrikaans,8.9
The Creators,Xhosa,8.9
The 7 Grandmasters,Mandarin,7.2
The Ties That Bind,English,7.6
The Patent Scam,English,7.5
The Interrogation of Tony Martin,English,7.1
Shakespeare Behind Bars,English,7.6
"Somewhere, Tomorrow",English,6.3
Siberia,English,4.3
Siberia,Russian,4.3
Har Dil Jo Pyar Karega,Hindi,5.2
A Very Natural Thing,English,6.6
The Nugget,English,6.0
Together,Swedish,6.9
Brewster's Millions,English,6.6
Vikingdom,English,3.3
Vikingdom,Mandarin,3.3
Love Clinic,Korean,6.0
The Naughty Room,English,7.0
Dark Harvest,English,4.6
Classic Albums: The Who - Who's Next,English,7.7
Sole Survivor,English,6.5
"Bad, Bad Men",English,7.2
The Adventurers,Chinese,5.6
The Adventurers,English,5.6
The Adventurers,French,5.6
The Adventurers,Russian,5.6
Time Jumpers,English,4.6
Time Jumpers,Danish,4.6
The Scenesters,English,5.9
"Small, Beautifully Moving Parts",English,5.6
"Small, Beautifully Moving Parts",Portuguese,5.6
"Small, Beautifully Moving Parts",French,5.6
Bark,English,5.0
"Russell Peters: Two Concerts, One Ticket",English,7.9
Warren Ellis: Captured Ghosts,English,7.1
Orthodox,English,4.9
"Ladies and Gentlemen, Mr. Leonard Cohen",English,7.3
"Ladies and Gentlemen, Mr. Leonard Cohen",French,7.3
"Ladies and Gentlemen, Mr. Leonard Cohen",Greek,7.3
Along Came Jones,English,6.5
The Mystery of the Sphinx,English,7.0
The Romantics,English,5.1
The Heroic Ones,Mandarin,6.7
Gumby: The Movie,English,6.3
Enai Noki Paayum Thota,Tamil,5.7
Sparkle,English,6.0
The Perfect Husband,English,5.0
Burning Daylight,English,5.3
Beyond Tomorrow,English,6.6
ThanksKilling,English,4.2
Roadmap to Apartheid,English,8.1
Bert Stern: Original Madman,English,6.7
Happy Hour,English,6.3
Main Prem Ki Diwani Hoon,Hindi,4.0
Main Prem Ki Diwani Hoon,English,4.0
L7: Pretend We're Dead,English,7.6
The Animal Kingdom,English,6.4
Sociopathia,English,3.6
Quantum Love,French,6.3
Quantum Love,English,6.3
Evidence of Blood,English,6.7
An American in Hollywood,English,7.0
Lewis Black: Black to the Future,English,6.9
Lost Kites,English,8.9
My Mighty Princess,Korean,6.3
Jinn,English,4.2
Shopping,English,5.4
The Dynamiter,English,6.9
The Bad Nun,English,5.1
Yagavarayinum Naa Kaakka,Tamil,6.5
Prison Girls,English,3.9
Hand of Death,Mandarin,6.1
Pecoross' Mother and Her Days,Japanese,7.1
Runaway Romance,English,6.1
Spinning Boris,English,6.6
Death By China,English,5.3
I Am Potential,English,5.7
Twilight Zone: Rod Serling's Lost Classics,English,6.3
Jiang Hu: The Triad Zone,Cantonese,7.0
Jiang Hu: The Triad Zone,English,7.0
Amnesty,Albanian,6.2
Night of the Devils,Italian,6.6
I Do,English,6.5
Singam II,English,6.3
A Special Lady,Korean,5.6
If You Meet Sartana Pray for Your Death,Italian,6.5
If You Meet Sartana Pray for Your Death,English,6.5
Jim Norton: American Degenerate,English,7.1
A Mile in His Shoes,English,6.1
Welcome to the Hartmanns,German,6.2
The Edelweiss Pirates,German,6.1
The Edelweiss Pirates,English,6.1
Sweaty Betty,English,5.3
Memories 677,Japanese,8.8
Memories 677,English,8.8
Memories 677,Italian,8.8
Adopt a Sailor,English,7.1
An Unlikely Weapon,English,7.9
Monsterland,unknown,5.1
Frog Dreaming,English,6.2
Rehearsal for Murder,English,6.9
Oy Vey! My Son Is Gay!,English,5.2
Oy Vey! My Son Is Gay!,Yiddish,5.2
Baikonur,Russian,6.3
Baikonur,English,6.3
Baikonur,French,6.3
St. Paul,English,6.3
Modris,Latvian,6.7
Modris,Russian,6.7
The Coexist Comedy Tour,English,8.2
I Am Comic,English,6.6
First Kiss,Turkish,6.5
Nova Zembla,Dutch,5.8
Tough Luck,English,6.3
Nemesis,English,5.4
Imminent Threat,English,6.2
A Christmas Carol,English,6.0
Mr. Toilet: The World's #2 Man,English,7.2
Mr. Toilet: The World's #2 Man,Chinese,7.2
Mr. Toilet: The World's #2 Man,Hindi,7.2
Mr. Toilet: The World's #2 Man,Telugu,7.2
Back in the Day,English,5.0
Gnomes and Trolls: The Secret Chamber,English,5.1
Gnomes and Trolls: The Secret Chamber,Portuguese,5.1
Gnomes and Trolls: The Secret Chamber,Turkish,5.1
The Lion In Your Living Room,unknown,7.2
Darvinte Parinamam,Malayalam,5.2
Virginia,English,5.4
Arise,Tamil,8.9
As High as the Sky,English,6.6
She Killed in Ecstasy,German,5.8
Storm - Letter of Fire,unknown,6.1
Naan,Tamil,7.5
A Snow Capped Christmas,English,6.1
Moontrap: Target Earth,English,4.3
Belonging,Turkish,7.1
David Cross: Oh Come On,English,6.6
Bear with Us,English,7.7
Black Rider,English,7.7
"All Male, All Nude",English,4.6
Revelator,English,4.9
Finding Happiness,English,7.3
Outlaws,English,5.4
A Child's Christmas in Wales,English,7.8
Who's Camus Anyway?,Japanese,6.9
Posthumous,English,5.7
Posthumous,German,5.7
Posthumous,Spanish,5.7
Posthumous,Italian,5.7
Love and the City,Cantonese,5.8
16 to Life,English,6.3
Our Mighty Yaya,Tagalog,6.8
Our Mighty Yaya,Filipino,6.8
Q Planes,English,6.5
Mumbai Pune Mumbai,Marathi,8.0
Stay Out Stay Alive,English,4.0
Apocalypse Rising,unknown,5.0
One Eyed Girl,English,6.5
Hotel Splendide,English,6.4
The Exodus Decoded,English,6.8
The Babymakers,English,4.9
The Big Ask,English,4.8
ZZ Top – Live from Texas,English,8.0
American Dreamer,English,6.0
Speed & Angels,English,7.3
The Second Awakening of Christa Klages,German,6.8
Threshold,English,6.1
All the Wrong Reasons,English,6.0
The True Glory,English,7.0
My Pet Dinosaur,English,3.9
The Prisoner of Zenda,English,6.7
Joe's Palace,English,6.9
The Kite,Danish,6.6
An Hour Behind,English,6.4
Licks,English,6.5
David Bowie & The Story of Ziggy Stardust,English,7.6
The Apostle Peter: Redemption,English,5.6
Ryde,English,5.9
Nymph,English,4.1
Nymph,Serbian,4.1
El Gringo,English,5.4
El Gringo,Spanish,5.4
Plug Love,English,5.9
What Ever Happened to Baby Jane?,English,6.2
Russell Brand - From Addiction to Recovery,English,7.0
Shaolin Martial Arts,Mandarin,6.9
The Great Rupert,English,6.6
How to Use Guys with Secret Tips,Korean,6.5
Saare Jahaan Se Mehnga,Hindi,7.1
Out of Order,English,6.9
Redd Inc.,English,5.9
Gung Ho!,English,6.1
Gung Ho!,Japanese,6.1
Off White Lies,Hebrew,6.7
Off White Lies,English,6.7
I Had A Bloody Good Time At House Harker,English,5.3
Wild Horses,English,4.8
Show Dogs,English,3.7
Slugterra: Ghoul from Beyond,English,7.3
Slugterra: Ghoul from Beyond,French,7.3
The Quatermass Experiment,English,5.2
Calamity Jane: Légende de l'Ouest,French,8.3
Calamity Jane: Légende de l'Ouest,English,8.3
The Lost Medallion: The Adventures of Billy Stone,English,4.8
Naked Fear,English,5.2
Sex and Breakfast,English,4.8
Awaken,English,6.3
"Swing High, Swing Low",English,6.3
"Swing High, Swing Low",Spanish,6.3
Painful Secrets,English,6.2
St George's Day,English,5.2
Nothing Without You,English,7.0
Be My Valentine,English,5.6
The Escape of Prisoner 614,English,4.6
Paper Mask,English,6.7
The Assassin Next Door,Hebrew,5.8
The Assassin Next Door,Russian,5.8
The Assassin Next Door,English,5.8
Kidnapping,English,7.7
Race You to the Bottom,English,5.1
Grateful Dead: Dead Ahead,English,8.6
Countdown,English,6.5
Countdown,Latin,6.5
The Fever,English,5.8
Most Valuable Players,English,8.3
"Jenny, Juno",Korean,6.4
Sooryavansham,Hindi,6.2
The Witness,Korean,6.0
I Am Santa Claus,English,6.6
Saving the Titanic,English,7.3
Stronger Than Bullets,English,8.9
Looks and Smiles,English,6.9
The Ride,English,6.5
Across the Tracks,English,5.8
The Other Boleyn Girl,English,6.1
Hotel of the Damned,English,5.9
The Drummer,English,7.0
Battles Without Honor and Humanity: Final Episode,Japanese,7.4
The Adventures of Tartu,English,7.0
Haunting Sarah,English,5.7
Steve-O: Guilty as Charged,English,6.1
Bad Seed,French,5.5
Desert Riders,English,6.8
Anonymous 616,English,5.3
Under Lock and Key,English,5.1
Under the Bed,English,4.6
"You Belong to Me: Sex, Race and Murder in the South",English,6.7
Love Between the Covers,English,6.8
The Beast And The Beauty,Korean,6.6
The Wanderers,English,7.4
A Deadly Silence,English,5.5
The Cursed,Korean,5.9
Massacre Gun,Japanese,7.0
Sister Street Fighter,English,6.3
Sister Street Fighter,Japanese,6.3
Non-Transferable,English,5.3
Men Of The Cloth,English,8.2
Men Of The Cloth,Italian,8.2
Brad Williams: Fun Size,English,8.2
Conception,English,5.4
Shady,Japanese,6.8
Birth of the Tramp,English,7.1
Birth of the Tramp,French,7.1
Story Of Queen: Mercury Rising,unknown,7.1
The Prize,English,6.6
Speed Kills,English,4.2
Speed Kills,Spanish,4.2
Smash-Up: The Story of a Woman,English,6.4
Gamechangers: Dreams of BlizzCon,English,8.1
Gamechangers: Dreams of BlizzCon,Korean,8.1
Seize the Day,English,6.0
My Rebound Girl,Filipino,7.0
My Rebound Girl,Tagalog,7.0
Srinivasa Kalyanam,Telugu,6.0
Paper Tigers,English,7.1
Satan's Little Helper,English,5.3
Woven,English,4.8
A Blade in the Dark,English,6.0
A Blade in the Dark,Italian,6.0
Andaz,Hindi,7.3
The Elephant and the Butterfly,French,6.5
Shola Aur Shabnam,Hindi,6.5
Ash Wednesday,English,5.9
Dead Hearts,English,6.8
Death Laid an Egg,Italian,6.0
Montana,Turkish,6.3
Cook-Off!,English,4.1
Art Show Bingo,English,6.1
"Leaving Home, Coming Home: A Portrait of Robert Frank",English,5.8
Sunday Too Far Away,English,7.1
Margaret,English,7.2
The Royal Hunt of the Sun,English,6.4
The Royal Hunt of the Sun,Quechua,6.4
Live Cargo,English,4.6
The Past Is a Grotesque Animal,English,7.3
Formosa Betrayed,English,6.1
Dimension Z,English,6.7
Return of the Street Fighter,English,6.4
The Way West,English,6.2
Born to Be King,Cantonese,6.4
Born to Be King,English,6.4
Born to Be King,Japanese,6.4
Born to Be King,Min Nan,6.4
Born to Be King,Mandarin,6.4
Crazy Kind of Love,English,5.8
Go Ask Alice,English,6.2
Intern Academy,English,5.5
Intern Academy,Ukrainian,5.5
Nadiya Ke Paar,Hindi,7.9
Nadiya Ke Paar,Awadhi,7.9
Love Hurts,English,5.6
The Other Side of the Ice,English,5.6
Slumber Party Massacre II,English,4.6
The Nest,unknown,5.3
Miles,English,5.8
The Divorce of Lady X,English,6.7
The Killer Shrews,English,4.0
The Killer Shrews,Spanish,4.0
Recoil,English,5.2
Sol Goode,English,5.4
Forget Me Not,English,5.2
Cliffy,English,7.1
The Capture,English,5.3
Road North,Finnish,6.4
Dear Albania,English,5.9
Dear Albania,Albanian,5.9
Stormageddon,English,4.7
Whistle,Tamil,6.3
Whistle,Telugu,6.3
Bharat,Hindi,5.3
Icons among us: Jazz in the Present Tense,English,7.8
The Neighborhood,English,7.0
Saturday the 14th,English,4.7
The Bet,English,3.0
Red Without Blue,English,6.6
Con Man,English,4.6
Screwballs,English,4.7
Pete's Christmas,English,6.0
Plot of Fear,Italian,6.1
Time Simply Passes,English,7.4
Living the Life,English,5.0
The Joke Thief,English,6.1
Autopsy: Confessions of a Medical Examiner,English,8.2
Saagar,Hindi,7.1
Hiding in Plain Sight,English,7.2
The Dirt Bike Kid,English,5.6
Where's Daddy?,English,9.1
Escape to Athena,English,5.7
Elephants Dream,English,5.7
Madagascar Skin,English,6.3
Thodari,Tamil,4.6
Last Summer in the Hamptons,English,5.6
Shaolin Handlock,Mandarin,6.2
A Wife's Nightmare,English,6.0
The Perfect Wedding,English,6.2
Saved by Grace,English,5.9
Saved by Grace,Spanish,5.9
Population 436,English,5.7
Everybody Street,English,7.7
The King of Boxers,English,6.2
Beaver Trilogy Part IV,English,7.4
Angela,French,6.1
Angela,Spanish,6.1
The Golden Age of Comedy,English,7.2
Shouting Fire: Stories from the Edge of Free Speech,English,7.5
Eminence Hill,English,5.0
Faberge: A Life of Its Own,English,7.8
Green Ice,English,5.6
Green Ice,Spanish,5.6
Border Café,Persian,7.3
Border Café,Greek,7.3
Border Café,Russian,7.3
Border Café,Turkish,7.3
Benji: Off the Leash!,English,5.0
Steps of Faith,English,7.8
St. Peter,English,7.0
Naya Daur,Hindi,8.1
The Hollywood Complex,English,6.8
The Haunting of Sharon Tate,English,2.8
Going Attractions: The Definitive Story of the American Drive-in Movie,English,6.9
Soulless 2,Russian,6.2
Black Holes,Italian,6.0
The Last Supper,English,5.7
The Last Supper,Latin,5.7
The Last Supper,French,5.7
Song at Midnight,Mandarin,6.2
Buffalo Boy,Vietnamese,6.9
5 Seconds of Summer,unknown,8.2
Meat Loaf: Bat Out of Hell,English,7.6
Solar Walk,unknown,7.1
Dreams of Dust,French,7.1
Nowhere Mind,English,4.6
Peter in Magicland,German,7.1
Crossing Point,English,5.1
All in Time,English,5.3
Tio Papi,English,6.1
Gripsholm,German,6.0
Gripsholm,Swedish,6.0
The View From Here,English,5.5
Winter Break,English,5.0
Never Too Young to Die,English,4.9
Open Up to Me,Finnish,6.7
The Spy Who Went Into the Cold,English,6.5
Death Fighter,English,5.0
A Strange Brand of Happy,English,5.9
Abilene Town,English,6.3
Pitching Tents,English,4.6
Espionage Tonight,English,6.0
Espionage Tonight,Spanish,6.0
Espionage Tonight,French,6.0
Last Man Club,English,5.5
Knut And Friends,German,6.7
The Secret Invasion,Croatian,5.8
The Secret Invasion,English,5.8
The Secret Invasion,German,5.8
The Secret Invasion,Italian,5.8
Pajama Party,English,4.9
Mars at Sunrise,Arabic,7.5
Mars at Sunrise,English,7.5
Mars at Sunrise,Hebrew,7.5
Mars at Sunrise,Persian,7.5
Mars at Sunrise,Russian,7.5
Mars at Sunrise,Yiddish,7.5
Pickings,English,5.2
Ruby,English,4.6
Deathgrip,English,6.3
Anna to the Infinite Power,English,6.3
Surf Nazis Must Die,English,3.7
Pit Stop,English,6.8
Pit Stop,Spanish,6.8
Blackout,Russian,5.9
Shelter,English,5.7
Mumbai Pune Mumbai 2,Marathi,6.8
The People I've Slept With,English,4.8
Heritage Falls,English,5.9
Vampire Clan,English,4.2
A Sister's Nightmare,English,5.8
Stuntmen,English,5.1
The Huntresses,Korean,5.5
Whirlygirl,English,5.7
Wu: The Story of the Wu-Tang Clan,English,6.7
Liberty's Secret,English,4.8
Light of My Eyes,Italian,7.0
What Would Jesus Do?,English,5.0
The Kovak Box,English,5.8
The Kovak Box,Spanish,5.8
The Kovak Box,German,5.8
A Shot in the Dark,English,6.3
A Shot in the Dark,Spanish,6.3
Erskineville Kings,English,6.5
The White Massai Warrior,English,5.902751
The White Massai Warrior,German,5.902751
Martin Luther,English,6.9
Motives 2,English,4.9
Apne,Hindi,6.0
Fetish,English,8.5
Fetish,Korean,8.5
U.F.O.,English,3.1
The Grand Heist,Korean,6.2
"Sex, Death and Bowling",English,5.3
Anunnaki,English,2.9
Jim Breuer: Let's Clear the Air,English,7.3
Why We Fight: Divide and Conquer,English,7.2
Yamla Pagla Deewana,Hindi,5.6
Yamla Pagla Deewana,Punjabi,5.6
Island,Russian,5.8
Island,German,5.8
"Spirits of the Air, Gremlins of the Clouds",English,6.5
Without Warning: The James Brady Story,English,6.2
Mehrunisa V Lub U,Urdu,5.5
Pinching Penny,English,4.8
Operation Dunkirk,English,3.5
Operation Dunkirk,German,3.5
Jeans,Tamil,6.4
Vixen,English,7.1
Dreams on Spec,English,6.3
Falling,English,7.2
Children of God: Lost and Found,English,6.8
American Yakuza,English,5.7
Attagasam,Tamil,6.3
Last Call,English,6.5
Across the River,Italian,5.5
Across the River,Slovenian,5.5
In My Sleep,English,5.5
Food Fight,English,7.1
Tom Brown's School Days,English,6.7
Classic Albums: Elton John - Goodbye Yellow Brick Road,English,7.6
"Look Out, Officer!",Cantonese,5.9
The Cliff,Icelandic,5.2
Noelle,English,5.9
Color Me Obsessed: A Film About The Replacements,English,6.9
Rifftrax Live: Plan 9 From Outer Space,English,7.1
Ghett'a Life,English,6.8
Anjelah Johnson: The Homecoming Show,English,6.7
Beneath,English,3.7
Accidental Love,English,4.1
Accidental Love,Portuguese,4.1
Jalpari The Desert Mermaid,Hindi,7.2
